順位,選手名,チーム,打率,試合,打席数,打数,得点,安打,二塁打,三塁打,本塁打,塁打,打点,盗塁,盗塁刺,犠打,犠飛,四球,敬遠,死球,三振,併殺打,出塁率,長打率,year
253,磯村　嘉孝,広島,0.171,21,39,35,0,6,2,0,0,8,3,0,0,0,1,2,0,1,9,0,0.231,0.229,2021
255,鳥谷　敬,ロッテ,0.17,32,61,53,7,9,3,0,0,12,2,0,0,0,0,8,1,0,11,0,0.279,0.226,2021
256,ロメロ,オリックス,0.169,20,80,77,10,13,2,1,3,26,9,0,0,0,0,2,0,1,31,1,0.2,0.338,2021
257,ディクソン,楽天,0.167,38,123,108,6,18,3,1,4,35,15,2,1,0,0,12,0,3,42,3,0.268,0.324,2021
257,蝦名　達夫,DeNA,0.167,31,21,18,1,3,0,0,0,3,1,0,0,0,0,3,0,0,7,2,0.286,0.167,2021
257,髙田　知季,ソフトバンク,0.167,61,17,12,2,2,0,1,0,4,2,1,0,2,1,2,0,0,4,0,0.267,0.333,2021
257,八百板　卓丸,巨人,0.167,16,12,12,2,2,0,0,0,2,1,0,0,0,0,0,0,0,4,1,0.167,0.167,2021
257,佐藤　龍世,西武,0.167,11,12,12,1,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0.167,0.167,2021
257,谷口　雄也,日本ハム,0.167,8,12,12,0,2,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0.167,0.167,2021
257,江村　直也,ロッテ,0.167,19,10,6,0,1,0,0,0,1,0,1,0,2,0,2,0,0,4,0,0.375,0.167,2021
264,アルバレス,ソフトバンク,0.162,12,40,37,1,6,1,0,1,10,3,0,0,0,0,3,0,0,7,1,0.225,0.27,2021
265,坂口　智隆,ヤクルト,0.16,25,57,50,7,8,1,0,0,9,0,0,3,1,0,4,0,2,12,0,0.25,0.18,2021
265,宜保　翔,オリックス,0.16,33,28,25,4,4,2,0,0,6,1,0,0,1,0,1,0,1,7,1,0.222,0.24,2021
265,ハイネマン,巨人,0.16,10,28,25,2,4,1,0,0,5,2,0,0,0,0,1,0,2,6,1,0.25,0.2,2021
265,大下　誠一郎,オリックス,0.16,15,27,25,1,4,0,0,1,7,2,0,0,0,0,1,0,1,7,0,0.222,0.28,2021
269,鈴木　将平,西武,0.158,27,42,38,6,6,1,0,0,7,0,0,0,2,0,2,0,0,8,0,0.2,0.184,2021
270,ガーバー,中日,0.156,12,46,45,3,7,1,0,0,8,1,0,0,0,0,1,0,0,18,0,0.174,0.178,2021
271,平田　良介,中日,0.155,21,62,58,3,9,2,2,0,15,4,1,0,0,0,3,0,1,13,1,0.21,0.259,2021
272,中田　翔,巨人,0.154,34,106,91,6,14,4,0,3,27,7,0,0,0,0,14,0,1,29,3,0.274,0.297,2021
272,細川　成也,DeNA,0.154,37,44,39,3,6,1,0,0,7,1,0,0,0,0,3,0,2,13,0,0.25,0.179,2021
272,平沼　翔太,西武,0.154,9,13,13,0,2,1,0,0,3,0,0,0,0,0,0,0,0,5,0,0.154,0.231,2021
275,村林　一輝,楽天,0.15,79,47,40,3,6,1,0,1,10,4,4,2,5,0,2,0,0,8,2,0.19,0.25,2021
276,佐野　皓大,オリックス,0.146,67,87,82,15,12,2,1,1,19,2,8,2,3,0,1,0,1,26,0,0.167,0.232,2021
276,田中　俊太,DeNA,0.146,58,60,48,10,7,0,0,0,7,8,0,1,3,2,7,0,0,16,0,0.246,0.146,2021
276,谷川原　健太,ソフトバンク,0.146,59,57,48,8,7,1,0,1,11,5,1,1,2,0,7,0,0,21,0,0.255,0.229,2021
276,西野　真弘,オリックス,0.146,18,42,41,3,6,0,0,0,6,1,0,0,0,0,1,0,0,6,0,0.167,0.146,2021
280,髙部　瑛斗,ロッテ,0.145,33,69,55,6,8,1,0,1,12,6,4,0,7,0,7,0,0,19,1,0.242,0.218,2021
281,柿沼　友哉,ロッテ,0.143,43,65,49,3,7,1,0,1,11,4,0,1,10,0,6,0,0,12,4,0.236,0.224,2021
281,メヒア,西武,0.143,16,22,21,1,3,2,0,1,8,3,0,0,0,0,1,1,0,12,0,0.182,0.381,2021
281,板山　祐太郎,阪神,0.143,43,17,14,5,2,1,1,0,5,1,0,0,1,0,2,0,0,6,0,0.25,0.357,2021
281,石橋　康太,中日,0.143,11,16,14,0,2,0,0,0,2,0,0,0,1,0,1,0,0,3,1,0.2,0.143,2021
281,大野　奨太,中日,0.143,8,15,14,1,2,0,0,0,2,0,0,0,0,0,1,0,0,5,1,0.2,0.143,2021
281,岩見　雅紀,楽天,0.143,4,8,7,1,1,1,0,0,2,0,0,0,0,0,1,0,0,3,0,0.25,0.286,2021
281,陽　岱鋼,巨人,0.143,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0.143,0.143,2021
288,田中　和基,楽天,0.136,61,67,59,5,8,0,0,0,8,3,0,0,0,0,7,0,1,16,0,0.239,0.136,2021
288,増田　大輝,巨人,0.136,56,25,22,13,3,1,0,1,7,2,8,4,1,0,2,0,0,6,0,0.208,0.318,2021
290,中井　大介,DeNA,0.133,13,15,15,0,2,0,0,0,2,0,0,0,0,0,0,0,0,6,0,0.133,0.133,2021
291,武田　健吾,中日,0.132,93,41,38,8,5,2,0,1,10,1,0,0,2,0,1,0,0,17,1,0.154,0.263,2021
292,山本　祐大,DeNA,0.131,51,111,99,4,13,2,0,1,18,4,0,0,7,0,4,0,1,27,0,0.173,0.182,2021
293,後藤　駿太,オリックス,0.125,56,17,16,3,2,0,0,1,5,1,2,1,0,0,1,0,0,6,0,0.176,0.313,2021
293,髙濱　卓也,ロッテ,0.125,17,9,8,0,1,0,0,0,1,2,0,0,0,0,1,0,0,2,1,0.222,0.125,2021
295,岡田　雅利,西武,0.119,34,55,42,3,5,1,0,1,9,2,0,0,7,0,4,0,2,5,0,0.229,0.214,2021
296,杉谷　拳士,日本ハム,0.117,54,93,77,10,9,2,1,2,19,9,2,2,2,0,10,0,4,27,2,0.253,0.247,2021
297,宇佐見　真吾,日本ハム,0.116,32,57,43,2,5,0,0,1,8,2,0,0,5,0,8,0,1,16,2,0.269,0.186,2021
298,正隨　優弥,広島,0.115,14,27,26,1,3,0,0,1,6,4,0,0,0,0,1,0,0,10,2,0.148,0.231,2021
299,西田　明央,ヤクルト,0.111,11,19,18,1,2,0,0,0,2,0,0,0,0,0,1,0,0,4,0,0.158,0.111,2021
299,三木　亮,ロッテ,0.111,84,11,9,5,1,1,0,0,2,2,1,0,1,0,1,0,0,2,1,0.2,0.222,2021
299,吉田　裕太,ロッテ,0.111,7,10,9,1,1,0,0,1,4,1,0,0,0,0,1,0,0,3,0,0.2,0.444,2021
302,武藤　敦貴,楽天,0.105,44,19,19,4,2,0,1,0,4,0,4,0,0,0,0,0,0,8,0,0.105,0.211,2021
303,木村　文紀,日本ハム,0.103,23,36,29,2,3,1,0,1,7,4,0,0,0,2,5,0,0,13,1,0.222,0.241,2021
303,滝野　要,中日,0.103,38,30,29,6,3,0,1,0,5,0,3,0,0,0,1,0,0,4,0,0.133,0.172,2021
305,石垣　雅海,中日,0.1,9,11,10,1,1,1,0,0,2,0,0,0,1,0,0,0,0,3,0,0.1,0.2,2021
305,下水流　昂,楽天,0.1,6,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0.1,0.1,2021
305,山下　斐紹,中日,0.1,5,10,10,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0.1,0.1,2021
308,加藤　匠馬,ロッテ,0.095,57,123,105,6,10,2,0,2,18,4,0,1,14,0,4,0,0,52,1,0.128,0.171,2021
309,小林　誠司,巨人,0.093,64,79,75,2,7,2,0,1,12,3,1,0,2,0,1,0,1,24,2,0.117,0.16,2021
310,中山　翔太,ヤクルト,0.091,9,14,11,0,1,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0.286,0.091,2021
310,石岡　諒太,中日,0.091,6,11,11,0,1,0,0,0,1,0,0,0,0,0,0,0,0,5,1,0.091,0.091,2021
312,福田　秀平,ロッテ,0.083,4,13,12,1,1,1,0,0,2,2,1,0,0,0,1,0,0,4,0,0.154,0.167,2021
313,今川　優馬,日本ハム,0.071,13,30,28,1,2,0,0,1,5,2,0,0,0,0,1,0,1,9,0,0.133,0.179,2021
314,小田　裕也,オリックス,0.067,101,18,15,18,1,0,0,0,1,0,5,2,1,0,1,0,1,4,0,0.176,0.067,2021
314,高木　渉,西武,0.067,6,17,15,0,1,1,0,0,2,1,0,0,0,0,2,0,0,7,0,0.176,0.133,2021
316,渡部　健人,西武,0.063,6,17,16,1,1,0,0,1,4,2,0,0,0,0,1,0,0,7,0,0.118,0.25,2021
317,足立　祐一,楽天,0.059,10,20,17,0,1,1,0,0,2,1,0,0,2,0,1,0,0,2,0,0.111,0.118,2021
317,戸川　大輔,西武,0.059,8,18,17,0,1,0,0,0,1,1,0,0,0,1,0,0,0,5,0,0.056,0.059,2021
319,小窪　哲也,ロッテ,0.056,7,19,18,1,1,0,0,1,4,2,0,0,0,1,0,0,0,5,0,0.053,0.222,2021
320,伊藤　康祐,中日,0.053,25,21,19,4,1,1,0,0,2,0,0,0,2,0,0,0,0,9,0,0.053,0.105,2021
321,奥村　展征,ヤクルト,0.05,16,21,20,0,1,0,0,0,1,0,0,0,0,0,1,0,0,5,1,0.095,0.05,2021
322,西川　愛也,西武,0.0,12,27,20,1,0,0,0,0,0,2,0,0,1,2,4,0,0,8,1,0.154,0.0,2021
322,三好　匠,広島,0.0,64,13,11,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0.0,0.0,2021
322,佐藤　直樹,ソフトバンク,0.0,25,11,9,6,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0.182,0.0,2021
322,長岡　秀樹,ヤクルト,0.0,5,10,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0.1,0.0,2021
322,佐野　如一,オリックス,0.0,10,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0.0,0.0,2021
322,松井　雅人,オリックス,0.0,10,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2021
322,熊谷　敬宥,阪神,0.0,73,6,5,13,0,0,0,0,0,0,7,1,1,0,0,0,0,1,0,0.0,0.0,2021
322,曽根　海成,広島,0.0,66,6,5,10,0,0,0,0,0,0,9,4,0,0,1,0,0,3,0,0.167,0.0,2021
322,小川　龍成,ロッテ,0.0,20,6,6,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0.0,0.0,2021
322,矢野　雅哉,広島,0.0,13,6,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,2021
322,内山　壮真,ヤクルト,0.0,6,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.167,0.0,2021
322,ウレーニャ,巨人,0.0,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,2021
322,江越　大賀,阪神,0.0,31,3,3,4,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0.0,0.0,2021
322,綱島　龍生,西武,0.0,7,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2021
322,今井　順之助,日本ハム,0.0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.333,0.0,2021
322,宮田　輝星,日本ハム,0.0,5,2,2,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0,0.0,2021
322,上野　響平,日本ハム,0.0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2021
322,伊藤　裕季也,DeNA,0.0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2021
322,テームズ,巨人,0.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.0,0.0,2021
322,宗接　唯人,ロッテ,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2021
322,田宮　裕涼,日本ハム,0.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2021
322,勝俣　翔貴,オリックス,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2021
322,藤井　淳志,中日,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,2021
322,秋広　優人,巨人,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2021
322,齊藤　誠人,西武,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2021
322,平間　隼人,巨人,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,2021
1,金澤　岳,ロッテ,1.0,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2009
1,小田　智之,日本ハム,1.0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1.0,1.0,2009
1,城石　憲之,ヤクルト,1.0,1,1,1,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1.0,2.0,2009
1,上村　和裕,広島,1.0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1.0,1.0,2009
5,円谷　英俊,巨人,0.5,1,2,2,1,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,0.5,2.0,2009
6,横山　徹也,オリックス,0.421,10,19,19,2,8,2,0,0,10,1,0,0,0,0,0,0,0,5,1,0.421,0.526,2009
7,鞘師　智也,広島,0.4,2,5,5,2,2,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0.4,0.8,2009
8,吉本　亮,ヤクルト,0.36,32,33,25,5,9,2,0,1,14,6,0,0,6,0,2,0,0,2,0,0.407,0.56,2009
9,岡崎　太一,阪神,0.357,14,16,14,2,5,0,0,0,5,1,0,0,0,0,1,1,1,2,1,0.438,0.357,2009
10,鬼崎　裕司,ヤクルト,0.356,15,50,45,5,16,2,0,2,24,8,0,0,1,0,4,2,0,3,0,0.408,0.533,2009
11,飯山　裕志,日本ハム,0.333,76,41,36,14,12,0,0,0,12,1,2,0,4,0,1,0,0,5,1,0.351,0.333,2009
11,中嶋　聡,日本ハム,0.333,3,4,3,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0.333,0.333,2009
11,小川　将俊,中日,0.333,5,3,3,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.333,0.333,2009
14,谷　佳知,巨人,0.331,101,316,287,35,95,23,1,11,153,48,3,1,3,1,22,1,3,44,4,0.383,0.533,2009
15,鉄平,楽天,0.327,132,565,496,84,162,26,13,12,250,76,13,5,8,5,47,1,9,76,4,0.391,0.504,2009
16,藤井　彰人,楽天,0.324,35,76,71,7,23,1,0,1,27,9,0,0,3,0,2,0,0,9,2,0.342,0.38,2009
17,ラミレス,巨人,0.322,144,608,577,66,186,35,0,31,314,103,4,3,0,6,21,4,4,88,12,0.347,0.544,2009
18,吉川　元浩,ソフトバンク,0.32,19,34,25,1,8,2,0,1,13,1,0,2,5,0,4,0,0,9,0,0.414,0.52,2009
19,内川　聖一,横浜,0.318,132,552,503,65,160,32,2,17,247,66,1,5,2,4,42,5,1,56,16,0.369,0.491,2009
19,立浪　和義,中日,0.318,77,80,66,3,21,5,0,1,29,17,0,0,0,1,12,1,1,7,1,0.425,0.439,2009
21,坂口　智隆,オリックス,0.317,137,594,526,82,167,23,7,5,219,50,16,4,8,4,52,0,4,81,8,0.381,0.416,2009
22,サブロー,ロッテ,0.314,119,489,427,71,134,24,2,22,228,68,4,7,4,9,48,2,1,121,7,0.377,0.534,2009
22,カブレラ,オリックス,0.314,65,275,239,37,75,10,0,13,124,39,0,0,0,1,33,0,2,53,10,0.4,0.519,2009
24,浅井　良,阪神,0.313,50,107,96,11,30,2,2,4,48,13,3,1,7,0,3,0,1,28,2,0.34,0.5,2009
24,中村　一生,中日,0.313,10,18,16,4,5,0,0,1,8,2,0,0,0,1,1,0,0,5,0,0.333,0.5,2009
26,長谷川　勇也,ソフトバンク,0.312,143,584,509,69,159,31,3,7,217,44,10,5,11,1,57,1,6,89,7,0.387,0.426,2009
27,中島　裕之,西武,0.309,144,648,560,100,173,31,3,22,276,92,20,12,0,3,75,4,10,113,17,0.398,0.493,2009
27,小笠原　道大,巨人,0.309,139,580,514,78,159,25,1,31,279,107,2,1,0,2,60,2,4,107,8,0.384,0.543,2009
27,高橋　信二,日本ハム,0.309,134,558,508,66,157,22,1,8,205,75,7,2,7,3,35,1,5,78,16,0.358,0.404,2009
30,ローズ,オリックス,0.308,84,346,295,41,91,15,0,22,172,62,0,1,0,3,44,7,4,74,5,0.402,0.583,2009
31,矢野　輝弘,阪神,0.307,30,83,75,9,23,1,1,2,32,8,1,0,0,0,8,1,0,17,1,0.373,0.427,2009
32,井端　弘和,中日,0.306,144,657,569,80,174,24,2,5,217,39,13,7,8,2,72,0,6,66,13,0.388,0.381,2009
32,坂本　勇人,巨人,0.306,141,640,581,87,178,33,3,18,271,62,5,3,7,4,44,3,4,101,8,0.357,0.466,2009
32,糸井　嘉男,日本ハム,0.306,131,496,425,74,130,40,3,15,221,58,24,6,18,1,46,8,6,93,6,0.381,0.52,2009
32,憲史,楽天,0.306,77,139,121,7,37,8,0,3,54,21,0,0,0,2,15,0,1,18,4,0.381,0.446,2009
36,草野　大輔,楽天,0.305,122,511,462,55,141,28,0,7,190,54,3,0,3,2,27,1,17,60,15,0.364,0.411,2009
37,金子　誠,日本ハム,0.304,136,510,454,58,138,31,2,14,215,66,6,4,22,4,27,0,3,88,8,0.344,0.474,2009
37,高須　洋介,楽天,0.304,67,236,204,18,62,13,0,1,78,22,1,1,9,3,18,1,2,18,5,0.361,0.382,2009
39,青木　宣親,ヤクルト,0.303,142,624,531,87,161,23,2,16,236,66,18,10,1,4,75,4,13,65,9,0.4,0.444,2009
39,小瀬　浩之,オリックス,0.303,78,216,198,24,60,9,1,0,71,11,7,3,4,3,11,0,0,40,0,0.335,0.359,2009
39,宮出　隆自,楽天,0.303,82,168,155,13,47,5,1,3,63,21,5,0,0,3,9,1,1,26,6,0.339,0.406,2009
42,和田　一浩,中日,0.302,144,592,517,73,156,24,4,29,275,87,5,2,0,5,68,2,2,56,16,0.382,0.532,2009
42,桜井　広大,阪神,0.302,103,320,281,33,85,14,4,12,143,42,2,4,2,2,32,1,3,53,4,0.377,0.509,2009
42,塀内　久雄,ロッテ,0.302,54,108,96,17,29,4,0,4,45,10,0,0,2,0,8,0,2,31,2,0.368,0.469,2009
45,稲葉　篤紀,日本ハム,0.3,135,587,500,78,150,37,4,17,246,85,5,1,2,6,65,11,14,96,4,0.391,0.492,2009
45,石井　義人,西武,0.3,125,422,383,48,115,17,3,6,156,39,3,2,5,1,30,1,3,73,7,0.355,0.407,2009
45,天谷　宗一郎,広島,0.3,94,361,317,35,95,14,7,5,138,41,12,10,6,5,31,0,2,62,4,0.361,0.435,2009
45,相川　良太,オリックス,0.3,10,23,20,0,6,4,0,0,10,1,0,1,0,0,3,1,0,5,2,0.391,0.5,2009
45,丈武,楽天,0.3,9,21,20,3,6,4,0,0,10,3,0,0,0,0,1,0,0,5,1,0.333,0.5,2009
50,藤井　淳志,中日,0.299,114,438,401,50,120,26,1,10,178,49,15,1,11,2,23,5,1,79,4,0.337,0.444,2009
51,山崎　浩司,オリックス,0.297,97,276,246,29,73,13,0,3,95,26,2,4,11,1,16,0,2,44,4,0.343,0.386,2009
52,小谷野　栄一,日本ハム,0.296,138,581,530,65,157,33,4,11,231,82,7,1,16,2,27,3,6,95,21,0.336,0.436,2009
53,小窪　哲也,広島,0.295,70,209,183,25,54,11,0,2,71,16,2,1,4,0,20,1,2,33,2,0.371,0.388,2009
54,東出　輝裕,広島,0.294,142,625,558,71,164,16,8,0,196,26,14,7,19,3,44,3,1,39,5,0.345,0.351,2009
54,宮本　慎也,ヤクルト,0.294,128,505,469,43,138,26,4,5,187,46,3,2,12,4,16,0,4,58,6,0.32,0.399,2009
56,阿部　慎之助,巨人,0.293,123,462,409,63,120,20,2,32,240,76,1,1,2,7,34,0,10,87,9,0.357,0.587,2009
56,松本　哲也,巨人,0.293,129,424,372,55,109,11,1,0,122,15,16,9,27,0,21,0,4,59,8,0.338,0.328,2009
56,後藤　武敏,西武,0.293,54,161,147,13,43,4,1,5,64,23,0,2,0,1,13,0,0,33,4,0.348,0.435,2009
59,リンデン,楽天,0.292,73,317,284,47,83,22,0,12,141,37,2,5,0,0,32,1,1,105,5,0.366,0.496,2009
60,Ｇ．Ｇ．佐藤,西武,0.291,136,556,502,69,146,34,0,25,255,83,1,1,1,1,43,4,9,121,20,0.357,0.508,2009
60,大村　直之,オリックス,0.291,119,462,419,32,122,21,0,0,143,30,5,12,14,5,18,2,6,35,10,0.326,0.341,2009
60,ブラゼル,阪神,0.291,82,295,285,29,83,14,0,16,145,49,0,1,0,2,8,2,0,66,13,0.308,0.509,2009
60,明石　健志,ソフトバンク,0.291,48,114,103,14,30,9,2,1,46,9,6,0,2,1,8,0,0,27,0,0.339,0.447,2009
60,村田　和哉,日本ハム,0.291,44,61,55,15,16,1,2,0,21,5,8,1,2,0,4,0,0,9,1,0.339,0.382,2009
65,亀井　義行,巨人,0.29,134,547,490,79,142,25,4,25,250,71,12,7,4,3,45,3,5,74,7,0.354,0.51,2009
66,森野　将彦,中日,0.289,144,632,546,83,158,42,3,23,275,109,4,1,1,5,72,2,8,95,12,0.377,0.504,2009
67,鳥谷　敬,阪神,0.288,144,617,538,84,155,31,2,20,250,75,7,7,5,4,65,0,5,83,13,0.368,0.465,2009
68,ラロッカ,オリックス,0.287,74,291,261,28,75,16,0,12,127,43,0,0,0,1,17,0,12,36,4,0.357,0.487,2009
69,迎　祐一郎,オリックス,0.286,8,8,7,2,2,1,0,0,3,0,1,0,0,0,1,0,0,2,0,0.375,0.429,2009
70,中村　剛也,西武,0.285,128,562,501,91,143,37,1,48,326,122,3,1,0,2,52,0,7,154,8,0.359,0.651,2009
71,田中　賢介,日本ハム,0.283,144,680,575,93,163,34,4,3,214,49,31,11,17,4,79,4,5,105,0,0.373,0.372,2009
72,オーティズ,ソフトバンク,0.282,109,458,411,54,116,24,2,20,204,74,2,1,0,8,36,1,3,81,8,0.338,0.496,2009
72,金城　龍彦,横浜,0.282,118,341,312,37,88,21,2,9,140,34,1,3,5,1,18,6,5,44,6,0.33,0.449,2009
72,多村　仁志,ソフトバンク,0.282,93,338,308,39,87,17,1,17,157,57,0,1,0,4,22,1,4,66,11,0.334,0.51,2009
72,南　竜介,ロッテ,0.282,15,40,39,6,11,2,1,3,24,8,0,0,0,0,1,0,0,10,1,0.3,0.615,2009
76,井口　資仁,ロッテ,0.281,123,530,448,71,126,24,3,19,213,65,4,4,0,1,68,2,13,101,11,0.391,0.475,2009
76,松田　宣浩,ソフトバンク,0.281,46,175,160,21,45,13,2,8,86,24,1,0,7,0,7,0,1,32,1,0.315,0.538,2009
78,松中　信彦,ソフトバンク,0.279,126,521,448,62,125,21,0,23,215,80,2,3,0,3,62,6,8,77,11,0.374,0.48,2009
78,末永　真史,広島,0.279,73,170,154,23,43,8,1,2,59,19,3,1,0,0,15,0,1,48,1,0.347,0.383,2009
78,中島　俊哉,楽天,0.279,47,114,104,9,29,4,0,1,36,8,0,1,0,1,7,1,2,17,3,0.333,0.346,2009
81,大引　啓次,オリックス,0.278,107,425,349,55,97,23,1,5,137,25,3,3,34,1,33,1,8,84,6,0.353,0.393,2009
81,中田　翔,日本ハム,0.278,22,38,36,3,10,2,0,0,12,1,0,0,0,1,1,0,0,15,0,0.289,0.333,2009
81,桑原　義行,横浜,0.278,20,20,18,3,5,1,0,1,9,3,0,0,0,0,2,0,0,5,1,0.35,0.5,2009
81,米野　智人,ヤクルト,0.278,11,19,18,2,5,0,0,0,5,0,0,0,1,0,0,0,0,4,1,0.278,0.278,2009
85,廣瀬　純,広島,0.277,94,213,195,18,54,9,1,5,80,22,1,3,4,4,7,0,3,32,3,0.306,0.41,2009
85,稲田　直人,日本ハム,0.277,65,67,65,4,18,3,0,0,21,7,1,0,0,0,2,0,0,7,1,0.299,0.323,2009
87,渡辺　直人,楽天,0.276,125,547,463,79,128,24,2,1,159,28,26,7,19,3,55,1,7,69,13,0.36,0.343,2009
87,デントナ,ヤクルト,0.276,118,428,391,39,108,19,0,21,190,83,0,0,0,5,30,2,2,110,10,0.327,0.486,2009
89,ブランコ,中日,0.275,144,615,549,87,151,25,0,39,293,110,1,1,0,4,48,0,14,157,17,0.346,0.534,2009
89,大崎　雄太朗,西武,0.275,75,188,160,18,44,13,1,0,59,14,2,0,13,0,11,1,4,30,1,0.337,0.369,2009
91,村田　修一,横浜,0.274,93,369,343,45,94,16,1,25,187,69,0,1,0,0,21,2,5,80,7,0.325,0.545,2009
91,後藤　光尊,オリックス,0.274,54,219,208,23,57,12,0,4,81,17,8,3,1,2,8,1,0,36,4,0.298,0.389,2009
93,福浦　和也,ロッテ,0.273,129,460,396,47,108,18,0,6,144,39,1,0,11,3,46,0,4,65,8,0.352,0.364,2009
93,北川　博敏,オリックス,0.273,103,302,267,29,73,18,0,2,97,31,0,0,4,6,19,1,6,37,9,0.329,0.363,2009
93,前田　大輔,オリックス,0.273,19,41,33,5,9,3,0,0,12,2,0,2,4,0,4,0,0,7,0,0.351,0.364,2009
93,荒金　久雄,ソフトバンク,0.273,16,11,11,2,3,0,0,1,6,4,0,0,0,0,0,0,0,2,0,0.273,0.545,2009
97,関本　賢太郎,阪神,0.271,113,462,377,45,102,18,2,3,133,44,3,4,34,2,36,0,13,56,7,0.353,0.353,2009
97,平田　良介,中日,0.271,42,95,85,13,23,7,3,2,42,9,0,0,0,1,8,0,1,19,2,0.337,0.494,2009
99,荒木　雅博,中日,0.27,140,631,582,80,157,21,1,2,186,38,37,14,19,1,25,0,4,70,14,0.304,0.32,2009
99,福地　寿樹,ヤクルト,0.27,137,543,504,75,136,13,5,5,174,34,42,6,5,3,27,1,4,86,4,0.31,0.345,2009
99,平野　恵一,阪神,0.27,132,462,404,56,109,15,5,0,134,18,3,0,28,1,22,1,7,53,5,0.318,0.332,2009
99,中村　真人,楽天,0.27,101,353,318,34,86,13,2,3,112,25,9,4,10,2,22,0,1,32,5,0.318,0.352,2009
99,川端　慎吾,ヤクルト,0.27,30,42,37,2,10,0,0,0,10,0,0,0,2,0,3,0,0,6,2,0.325,0.27,2009
104,大松　尚逸,ロッテ,0.269,139,553,494,67,133,28,1,19,220,79,0,3,2,6,47,1,4,80,11,0.334,0.445,2009
104,藤田　一也,横浜,0.269,120,381,346,44,93,7,5,4,122,20,6,2,24,3,7,0,1,34,4,0.283,0.353,2009
104,梶本　勇介,ヤクルト,0.269,12,27,26,2,7,0,0,0,7,1,1,1,0,0,1,0,0,4,0,0.296,0.269,2009
107,脇谷　亮太,巨人,0.268,89,245,231,26,62,7,2,2,79,16,5,3,1,0,10,1,3,52,0,0.307,0.342,2009
108,栗山　巧,西武,0.267,140,643,569,78,152,24,6,12,224,57,18,5,8,3,53,0,10,106,9,0.339,0.394,2009
108,ガイエル,ヤクルト,0.267,128,482,409,62,109,26,1,27,218,80,2,1,0,5,53,4,15,101,6,0.367,0.533,2009
108,坪井　智哉,日本ハム,0.267,84,156,146,13,39,8,0,0,47,15,0,0,2,2,5,1,1,23,4,0.292,0.322,2009
111,小久保　裕紀,ソフトバンク,0.266,144,605,533,64,142,27,0,18,223,81,2,2,0,6,50,4,16,101,13,0.344,0.418,2009
111,スレッジ,日本ハム,0.266,117,487,418,53,111,27,1,27,221,88,1,0,0,5,58,0,6,108,12,0.359,0.529,2009
